# From Valeria:
# We blasted human mitochondrial proteins against proteins from alpha-proteobacteria group (100 species for each of 10 genes in result). 
# Then FASTA with flat query-anchored alignment sequences was parced to count the amount of aminoacids in every sequence, exclude genes ATP8, ND6 and ND4L.
;HumanGeneAnalog;GeneName;Ala;Arg;Asn;Asp;Cys;Gln;Glu;Gly;His;Ile;Leu;Lys;Met;Phe;Pro;Ser;Thr;Trp;Tyr;Val
705;ND3;NADH-quinone oxidoreductase subunit A [Pelagibacterales bacterium SAG-MED47];7;2;3;5;2;0;7;7;0;13;15;4;3;16;5;6;2;3;3;5
706;ND3;NADH-quinone oxidoreductase subunit A [Alphaproteobacteria bacterium];8;3;2;3;1;2;7;6;1;10;12;6;3;12;4;8;2;6;4;5
707;ND3;NADH-quinone oxidoreductase subunit A [Rickettsiales bacterium];12;2;3;5;1;1;4;6;1;8;12;5;3;16;2;6;4;4;3;5
708;ND3;NADH-quinone oxidoreductase subunit A [Holosporales bacterium];12;4;2;6;1;0;4;5;4;6;15;5;4;13;3;5;3;4;4;4
709;ND3;NADH-quinone oxidoreductase subunit A [Rickettsiales bacterium];8;2;1;6;1;0;6;6;0;9;15;7;5;18;4;6;1;4;4;6
710;ND3;NADH-quinone oxidoreductase subunit A [Rickettsiales bacterium];7;2;1;6;1;0;6;6;0;9;15;7;5;18;4;7;1;4;4;6
711;ND3;NADH-quinone oxidoreductase subunit A [Pelagibacteraceae bacterium TMED232];7;2;3;5;2;0;8;7;0;15;15;4;4;15;5;6;1;3;3;4
712;ND3;NADH-quinone oxidoreductase subunit A [Alphaproteobacteria bacterium CG_4_10_14_0_8_um_filter_37_21];12;4;2;6;1;0;4;5;3;6;15;6;3;13;3;5;2;4;5;3
713;ND3;NADH-quinone oxidoreductase subunit A [Rickettsiales bacterium];5;1;1;4;1;2;6;6;0;6;10;7;3;15;3;5;2;3;4;6
714;ND3;NADH-quinone oxidoreductase subunit A [Pelagibacterales bacterium SAG-MED11];7;2;2;6;2;0;7;7;0;13;15;4;3;16;5;7;1;3;3;6
715;ND3;NADH-quinone oxidoreductase subunit A [Pelagibacterales bacterium];8;2;4;5;1;0;7;7;0;14;14;4;3;17;5;6;1;3;3;5
716;ND3;NADH-quinone oxidoreductase subunit A [Pelagibacterales bacterium SAG-MED19];7;2;3;5;2;0;8;7;0;14;16;4;3;15;5;7;1;3;3;4
717;ND3;NADH-quinone oxidoreductase subunit A [Rickettsia prowazekii];7;2;3;5;1;0;5;6;0;14;15;7;4;15;4;6;3;3;4;5
718;ND3;NADH-quinone oxidoreductase subunit A [Pseudorhodobacter sp.];12;3;2;5;2;1;8;9;0;9;14;5;1;11;5;1;0;3;5;14
719;ND3;NADH-quinone oxidoreductase subunit A [Pelagibacterales bacterium SAG-MED07];8;2;3;5;2;0;8;7;0;16;15;4;3;15;5;7;1;3;3;2
720;ND3;NADH-quinone oxidoreductase subunit A [Candidatus Pelagibacter sp. RS39];8;2;3;5;2;1;7;7;0;16;15;4;3;15;5;7;1;3;3;2
721;ND3;NADH-quinone oxidoreductase subunit A [Candidatus Pelagibacter sp. HIMB1321];7;2;3;5;2;0;8;7;0;14;16;4;3;15;5;6;1;3;3;5
722;ND3;NADH-quinone oxidoreductase subunit A [Pelagibacterales bacterium SAG-MED49];7;2;2;5;2;0;8;7;0;14;16;5;3;15;5;7;1;3;3;4
723;ND3;NADH-quinone oxidoreductase subunit A [Pelagibacterales bacterium SAG-MED03];7;2;2;5;2;0;8;7;0;13;16;5;3;15;5;7;1;3;3;5
724;ND3;NADH-quinone oxidoreductase subunit A [Alphaproteobacteria bacterium 41-28];6;5;0;6;2;0;6;7;0;9;18;4;1;13;4;6;1;5;4;4
725;ND3;NADH:ubiquinone oxidoreductase subunit A [Pelagibacteraceae bacterium BACL5 MAG-121015-bin10];7;2;3;5;2;0;8;7;0;11;17;4;3;15;5;6;2;3;3;6
726;ND3;NADH-quinone oxidoreductase subunit A [Candidatus Hepatobacter penaei];9;5;1;3;3;1;4;8;0;7;13;1;1;10;6;8;1;4;3;5
727;ND3;NADH-quinone oxidoreductase subunit A [Candidatus Pelagibacter ubique];7;2;2;5;2;0;8;7;0;15;15;5;3;15;5;7;1;3;3;4
728;ND3;NADH-quinone oxidoreductase subunit A [Indioceanicola profundi];10;2;1;5;1;1;6;8;0;10;13;5;5;13;3;6;2;4;3;10
729;ND3;MULTISPECIES: NADH-quinone oxidoreductase subunit A [Candidatus Pelagibacter];7;3;2;5;2;0;8;7;0;15;15;4;3;15;5;7;1;3;3;4
730;ND3;NADH-quinone oxidoreductase subunit A [Alphaproteobacteria bacterium];7;2;3;5;1;0;8;8;0;12;15;5;4;22;4;7;2;3;5;4
731;ND3;NADH-quinone oxidoreductase subunit A [Pelagibacterales bacterium SAG-MED46];7;2;2;5;2;0;8;7;0;14;15;5;3;15;5;7;1;3;3;5
732;ND3;NADH-quinone oxidoreductase subunit A [Rickettsiales bacterium];4;1;0;6;1;1;7;8;0;9;10;5;3;14;2;4;5;4;4;5
733;ND3;NADH-quinone oxidoreductase subunit A [Candidatus Pelagibacter ubique];7;2;2;5;1;1;7;7;0;10;18;5;3;15;5;7;1;3;3;7
734;ND3;NADH-quinone oxidoreductase subunit A [Candidatus Pelagibacter ubique];7;3;2;5;2;0;8;7;0;15;15;4;3;15;5;6;2;3;3;4
735;ND3;NADH-quinone oxidoreductase subunit A [Rhodospirillaceae bacterium];15;3;2;5;1;1;5;8;1;9;14;5;4;14;5;4;2;4;4;10
736;ND3;NADH-quinone oxidoreductase subunit A [Pelagibacterales bacterium SAG-MED50];7;2;2;5;2;0;8;7;0;15;15;5;3;15;5;7;1;3;3;4
737;ND3;NADH-quinone oxidoreductase subunit A [Candidatus Pelagibacter ubique];5;2;1;4;1;0;8;6;0;11;11;3;2;12;2;5;1;3;3;2
738;ND3;NADH-quinone oxidoreductase subunit A [Pelagibacteraceae bacterium];5;2;2;5;3;0;7;6;0;13;15;5;2;14;5;6;1;3;3;4
739;ND3;NADH-quinone oxidoreductase subunit A [Pelagibacteraceae bacterium TMED201];7;2;2;5;2;0;8;7;1;15;15;4;3;15;5;6;2;3;3;4
740;ND3;NADH-quinone oxidoreductase subunit A [Pelagibacterales bacterium SAG-MED30];7;2;2;5;2;0;8;7;1;15;15;4;3;15;5;6;2;3;3;4
741;ND3;NADH-quinone oxidoreductase subunit A [Candidatus Pelagibacter ubique];7;2;3;5;1;1;7;8;0;11;16;4;3;15;5;6;2;3;3;7
742;ND3;NADH-quinone oxidoreductase subunit A [Alphaproteobacteria bacterium];13;4;1;5;1;2;7;9;0;8;12;2;3;12;4;4;1;4;5;12
743;ND3;NADH-quinone oxidoreductase subunit A [Candidatus Pelagibacter sp. TMED275];6;1;3;5;2;0;6;7;0;14;14;5;4;13;5;8;3;3;3;4
744;ND3;NADH-quinone oxidoreductase subunit A [alpha proteobacterium MED-G10];8;1;4;4;1;1;7;8;0;11;13;5;3;22;2;7;2;3;4;5
745;ND3;NADH-quinone oxidoreductase subunit A [Candidatus Deianiraea vastatrix];7;1;1;3;1;2;4;6;1;17;12;6;3;11;6;7;3;3;5;6
746;ND3;NADH-quinone oxidoreductase subunit A [Rickettsia endosymbiont of Ixodes pacificus];7;3;3;5;1;0;5;7;0;15;14;8;2;15;4;5;3;3;4;5
747;ND3;NADH-quinone oxidoreductase subunit A [Azospirillum doebereinerae];9;2;1;5;1;0;7;9;0;11;13;5;3;13;5;5;2;4;4;9
748;ND3;NADH-quinone oxidoreductase subunit A [Pelagibacterales bacterium SAG-MED02];5;2;1;4;1;0;8;6;0;10;11;3;3;12;2;5;1;3;3;2
749;ND3;NADH-quinone oxidoreductase subunit A [Pelagibacterales bacterium SAG-MED22];6;3;2;5;2;0;8;6;0;12;13;4;3;14;5;7;1;3;3;4
750;ND3;MULTISPECIES: NADH-quinone oxidoreductase subunit A [unclassified Azospirillum];9;2;1;5;1;0;7;9;0;12;13;5;3;12;5;5;2;4;4;7
751;ND3;NADH-quinone oxidoreductase subunit A [Pelagibacterales bacterium SAG-MED35];5;2;1;4;1;0;8;6;0;10;11;3;3;12;2;5;1;3;3;2
752;ND3;NADH-quinone oxidoreductase subunit A [Azospirillum lipoferum];9;2;1;5;1;0;7;9;0;10;13;5;3;13;5;5;2;4;4;10
753;ND3;NADH-quinone oxidoreductase subunit A [Pelagibacterales bacterium SAG-MED06];7;2;2;5;2;0;8;7;0;14;14;5;3;15;5;7;1;3;3;6
754;ND3;NADH-quinone oxidoreductase subunit A [Rickettsia japonica];8;2;3;5;2;0;5;6;0;15;14;8;3;15;4;5;2;3;4;5
755;ND3;NADH-quinone oxidoreductase subunit A [Pelagibacterales bacterium];5;2;1;4;1;1;7;5;0;9;11;3;2;12;3;4;1;3;3;5
756;ND3;MULTISPECIES: NADH-quinone oxidoreductase subunit A [Candidatus Pelagibacter];6;2;2;5;2;0;8;6;0;11;13;5;3;14;5;7;1;3;3;5
757;ND3;NADH dehydrogenase alpha subunit [Rickettsia japonica YH];8;2;3;5;2;0;5;6;0;15;14;8;3;15;4;5;2;3;4;5
758;ND3;NADH-quinone oxidoreductase subunit A [Rickettsia australis];7;2;4;5;1;0;5;7;0;16;13;7;3;15;4;6;2;3;4;5
759;ND3;NADH-quinone oxidoreductase subunit A [Dongia mobilis];9;3;2;5;1;2;6;9;0;8;18;4;2;13;3;5;3;4;3;8
760;ND3;MULTISPECIES: NADH-quinone oxidoreductase subunit A [Rickettsia];7;2;3;5;1;0;5;7;0;15;14;8;2;15;4;6;3;3;4;5
761;ND3;NAD(P)H-quinone oxidoreductase subunit 3 [Rickettsia monacensis IrR/Munich];7;2;3;5;1;0;5;7;0;15;14;8;2;15;4;6;3;3;4;5
762;ND3;NADH-quinone oxidoreductase subunit A [Pelagibacterales bacterium SAG-MED20];5;2;1;4;1;0;8;6;0;10;11;3;3;12;2;5;1;3;3;2
763;ND3;NADH-quinone oxidoreductase subunit A [Azospirillum thermophilum];9;2;1;5;1;0;8;9;0;12;12;5;3;13;5;5;2;4;4;9
764;ND3;NADH-quinone oxidoreductase subunit A [Rhodospirillaceae bacterium];9;3;1;4;1;2;7;10;0;13;13;5;2;12;4;6;1;4;4;8
765;ND3;NADH-quinone oxidoreductase subunit A [Rhodospirillum centenum];13;3;1;5;2;1;7;9;0;11;10;4;5;13;4;6;0;4;4;7
766;ND3;MULTISPECIES: NADH-quinone oxidoreductase subunit A [spotted fever group];8;2;3;5;1;0;5;7;0;15;14;8;3;15;4;5;2;3;4;5
767;ND3;NADH-quinone oxidoreductase subunit A [Oceanibacterium hippocampi];12;3;2;4;1;3;8;8;0;11;11;3;2;13;4;5;1;4;4;10
768;ND3;NADH-quinone oxidoreductase subunit A [Pelagibacteraceae bacterium];6;2;2;5;1;0;8;6;0;12;17;6;2;15;5;8;2;3;4;5
769;ND3;NADH-quinone oxidoreductase subunit A [Candidatus Finniella inopinata];8;5;3;2;3;4;5;7;0;5;13;4;3;12;2;8;3;4;5;7
770;ND3;NADH-quinone oxidoreductase subunit A [Rhodospirillaceae bacterium];4;4;2;4;1;0;6;7;0;8;10;3;2;12;3;4;2;3;3;4
771;ND3;NADH-quinone oxidoreductase subunit A [Micavibrio sp.];13;3;2;5;1;2;5;8;0;11;15;4;3;13;2;6;2;4;3;6
772;ND3;NADH-quinone oxidoreductase subunit A [Rhodospirillaceae bacterium];6;4;2;5;1;0;7;9;0;12;12;4;3;14;4;5;4;4;3;9
773;ND3;NADH-quinone oxidoreductase subunit A [Candidatus Pelagibacter ubique];7;2;2;5;2;0;8;7;0;14;15;5;3;15;5;6;2;3;3;5
774;ND3;NADH-quinone oxidoreductase subunit A [Rhodospirillaceae bacterium];10;4;2;4;1;2;7;9;0;12;12;3;3;12;5;5;2;4;4;8
775;ND3;NADH-quinone oxidoreductase subunit A [Rhizobiales bacterium];8;5;1;4;2;1;7;11;0;11;17;3;2;13;4;3;3;4;4;5
776;ND3;NADH-quinone oxidoreductase subunit A [Rhodobiaceae bacterium];6;4;1;5;1;0;6;4;0;10;9;3;2;12;2;2;4;4;3;3
777;ND3;NADH-quinone oxidoreductase subunit A [Alphaproteobacteria bacterium 16-39-46];6;2;1;6;1;1;5;8;1;9;13;5;4;16;5;6;2;3;4;8
778;ND3;NADH-quinone oxidoreductase subunit A [Candidatus Pelagibacter ubique];7;2;3;5;1;1;7;8;0;13;16;4;3;14;5;6;1;3;4;6
779;ND3;NADH-quinone oxidoreductase subunit A [Rickettsiales bacterium];5;2;1;4;1;1;7;5;0;9;10;3;2;12;3;4;1;3;3;5
780;ND3;NADH-quinone oxidoreductase subunit A 1 [Candidatus Jidaibacter acanthamoeba];8;4;0;6;1;0;5;8;0;14;18;4;2;14;3;7;2;4;3;5
781;ND3;MULTISPECIES: NADH-quinone oxidoreductase subunit A [Azospirillum];10;2;1;5;1;0;7;9;0;11;13;5;3;13;5;5;2;4;4;8
782;ND3;NADH-quinone oxidoreductase subunit A [Actibacterium atlanticum];14;3;2;6;1;0;5;8;0;8;14;4;6;14;3;3;3;4;3;7
783;ND3;NAD(P)H-quinone oxidoreductase subunit 3 [Alphaproteobacteria bacterium MarineAlpha9_Bin2];8;2;1;6;2;1;9;7;0;12;13;4;2;16;4;7;0;4;4;8
784;ND3;NADH-quinone oxidoreductase subunit A [Alphaproteobacteria bacterium];5;3;1;5;1;0;7;5;0;6;10;3;2;12;3;3;2;4;3;8
785;ND3;NADH-quinone oxidoreductase subunit A [Caedibacter sp. 38-128];5;5;1;2;1;1;7;7;0;8;13;2;2;14;5;8;3;4;4;8
786;ND3;NADH-quinone oxidoreductase subunit A [Candidatus Pelagibacter sp.];6;2;3;5;3;0;7;7;0;13;17;5;3;15;5;6;1;3;4;4
787;ND3;NADH-quinone oxidoreductase subunit A [Candidatus Jidaibacter acanthamoeba];8;4;0;6;1;0;5;8;0;14;18;4;2;14;3;7;2;4;3;5
788;ND3;NADH-quinone oxidoreductase subunit A [Rickettsia argasii];8;2;3;5;1;0;5;7;0;16;14;8;3;15;4;5;2;3;4;4
789;ND3;MULTISPECIES: NADH-quinone oxidoreductase subunit A [Azospirillum];10;2;1;5;1;0;7;9;0;10;13;5;3;13;5;5;2;4;4;9
790;ND3;NADH-quinone oxidoreductase subunit A [Azospirillum sp. Sh1];10;2;1;5;1;0;7;9;0;11;13;5;3;13;5;5;2;4;4;8
791;ND3;NADH-quinone oxidoreductase subunit A [Rickettsia raoultii];7;2;3;5;1;0;5;6;0;15;14;8;3;15;4;7;2;3;4;5
792;ND3;NADH:ubiquinone oxidoreductase subunit A [Pelagibacteraceae bacterium GOM-A5];8;2;3;5;1;0;7;6;0;12;14;5;3;15;6;6;2;3;4;7
793;ND3;NADH-quinone oxidoreductase subunit A [Rickettsia rhipicephali];7;3;3;5;1;0;5;7;0;15;14;8;3;15;4;6;1;3;4;5
794;ND3;NADH-quinone oxidoreductase subunit A [Candidatus Pelagibacter ubique];8;2;3;5;1;0;6;7;0;14;16;5;3;18;5;5;2;3;3;2
795;ND3;MULTISPECIES: NADH-quinone oxidoreductase subunit A [spotted fever group];7;2;3;5;1;0;5;7;0;15;14;8;3;15;4;6;2;3;4;5
796;ND3;NADH-quinone oxidoreductase subunit A [SAR116 cluster bacterium];4;2;3;4;1;0;6;6;0;7;9;3;2;15;2;2;3;4;2;6
797;ND3;NADH-quinone oxidoreductase subunit A [endosymbiont of Acanthamoeba sp. UWC8];8;4;0;6;1;0;5;8;0;12;18;4;2;14;3;7;2;4;3;7
798;ND3;NADH:ubiquinone oxidoreductase subunit A [endosymbiont of Acanthamoeba sp. UWC8];8;4;0;6;1;0;5;8;0;12;18;4;2;14;3;7;2;4;3;7
799;ND3;NADH-quinone oxidoreductase subunit A [Pelagibacteraceae bacterium TMED247];6;2;3;5;1;1;6;7;0;15;14;4;2;17;5;8;2;3;4;4
800;ND3;NADH-quinone oxidoreductase subunit A [Pelagibacterales bacterium SAG-MED43];7;2;2;5;2;0;8;7;0;15;16;5;3;14;5;6;1;3;4;4
801;ND4;NADH-quinone oxidoreductase subunit M [Hirschia sp.];43;9;7;12;3;9;13;35;10;31;60;10;17;34;13;22;19;7;17;36
802;ND4;NADH-quinone oxidoreductase subunit M [Oligotropha carboxidovorans];45;13;6;9;1;9;11;37;9;29;58;12;25;34;18;23;29;11;14;32
803;ND4;MULTISPECIES: NADH-quinone oxidoreductase subunit M [Bradyrhizobium];47;14;6;12;3;5;8;35;8;33;56;13;28;37;22;26;31;11;15;38
804;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp. CCBAU 53351];46;14;6;11;3;5;9;35;8;31;55;13;29;38;22;27;30;11;15;40
805;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium guangdongense];45;15;6;10;3;5;9;35;8;34;52;12;29;38;20;24;33;11;15;37
806;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp. WBAH10];46;15;6;11;3;5;9;36;8;31;57;12;28;37;22;25;33;11;15;38
807;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp. CCH5-F6];46;15;8;11;3;5;9;35;8;31;56;12;28;37;22;25;31;11;15;40
808;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp. DOA9];47;15;6;11;3;6;9;35;8;30;57;12;28;37;22;25;31;11;15;40
809;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp. Ghvi];47;15;6;11;3;5;9;35;8;32;54;12;28;37;21;26;34;11;15;39
810;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium guangxiense];46;14;7;11;3;5;9;35;8;32;57;13;28;37;22;27;30;11;15;38
811;ND4;MULTISPECIES: NADH-quinone oxidoreductase subunit M [Bradyrhizobium];46;14;7;11;3;5;9;35;8;31;58;13;27;37;22;25;32;11;15;39
812;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp. TM102];46;14;7;11;3;5;9;35;8;32;58;13;27;37;22;25;32;11;15;38
813;ND4;NADH:ubiquinone oxidoreductase subunit M [Asticcacaulis benevestitus DSM 16100 = ATCC BAA-896];35;9;8;11;3;7;11;37;9;34;51;16;21;40;17;24;25;11;18;39
814;ND4;NADH-quinone oxidoreductase subunit M [Asticcacaulis benevestitus];35;9;8;11;3;7;11;37;9;34;51;16;21;40;17;24;25;11;18;39
815;ND4;NADH-quinone oxidoreductase subunit M [Asticcacaulis benevestitus];35;9;8;11;3;7;11;37;9;34;51;16;21;40;17;24;25;11;18;39
816;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium retamae];39;11;4;9;2;5;8;32;6;25;55;11;22;32;21;25;29;8;14;37
817;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp. CCBAU 43298];45;15;6;11;3;5;9;35;8;31;57;12;29;37;22;27;31;11;15;39
818;ND4;MULTISPECIES: NADH-quinone oxidoreductase subunit M [Bradyrhizobium];46;15;7;11;3;6;9;35;8;30;57;12;28;37;22;25;31;11;15;40
819;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium yuanmingense];46;15;7;11;3;6;9;35;8;29;57;12;28;37;22;25;31;11;15;41
820;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp. AT1];46;14;7;11;4;5;9;36;8;30;58;13;27;37;22;25;31;11;15;39
821;ND4;MULTISPECIES: NADH-quinone oxidoreductase subunit M [Bradyrhizobium];47;14;8;11;3;5;9;36;8;29;58;13;27;38;22;23;32;11;15;39
822;ND4;MULTISPECIES: NADH-quinone oxidoreductase subunit M [unclassified Bradyrhizobium];47;15;7;11;3;5;9;35;8;31;57;12;29;37;22;25;32;11;15;37
823;ND4;MULTISPECIES: NADH-quinone oxidoreductase subunit M [Bradyrhizobium];46;14;7;11;3;5;9;35;8;30;59;13;27;37;22;25;32;11;15;39
824;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp. Y36];46;14;8;11;3;5;9;35;8;30;56;13;28;39;22;23;34;11;15;38
825;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobiaceae bacterium];46;14;7;11;3;5;9;35;8;30;56;13;30;37;22;26;31;11;15;39
826;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp.];39;12;4;8;2;4;8;34;6;25;50;11;24;37;19;21;27;8;14;35
827;ND4;NADH-quinone oxidoreductase subunit M [Asticcacaulis sp. YBE204];52;10;7;13;2;8;14;39;8;29;64;17;20;41;16;23;32;12;17;44
828;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium japonicum];47;14;9;11;3;6;9;35;8;31;57;13;28;37;22;24;29;11;15;39
829;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp. LMTR 3];39;11;4;9;2;5;8;32;6;24;56;11;22;32;21;25;29;8;14;37
830;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp. CNPSo 3448];44;15;5;10;3;5;9;36;8;30;58;12;26;37;20;25;33;11;15;39
831;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium yuanmingense];46;15;8;11;3;6;9;35;8;29;57;12;28;37;22;24;31;11;15;41
832;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp. 1(2017)];47;14;7;11;3;5;9;35;8;29;59;13;26;37;22;24;33;11;15;40
833;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp. CCBAU 51765];44;15;6;11;3;5;9;35;8;30;57;12;29;38;22;28;32;11;15;38
834;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium stylosanthis];46;14;8;11;3;5;9;36;8;30;56;13;29;38;22;24;32;12;14;39
835;ND4;MULTISPECIES: NADH-quinone oxidoreductase subunit M [Bradyrhizobium];45;14;6;11;3;5;9;35;8;30;57;13;29;38;22;27;32;11;15;38
836;ND4;NADH-quinone oxidoreductase subunit M [Asticcacaulis excentricus];50;11;5;14;2;11;11;39;8;30;64;15;18;41;16;23;36;12;19;43
837;ND4;NADH-quinone oxidoreductase subunit M [Asticcacaulis sp. OAS777];46;8;4;11;2;6;9;34;6;32;49;12;17;38;17;19;27;8;15;39
838;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp. CNPSo 3426];48;15;7;11;3;5;9;35;8;31;57;12;29;37;22;24;32;11;15;37
839;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium guangzhouense];47;14;6;11;3;5;9;35;8;31;56;13;28;37;21;25;34;11;15;39
840;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium daqingense];47;14;7;11;3;5;9;35;8;29;59;13;27;37;22;25;32;11;15;39
841;ND4;MULTISPECIES: NADH-quinone oxidoreductase subunit M [Bradyrhizobium];46;14;7;11;3;5;9;36;8;31;58;13;27;38;22;24;33;11;15;37
842;ND4;NADH-quinone oxidoreductase subunit M [Asticcacaulis tiandongensis];40;8;5;8;2;9;12;34;7;27;53;10;19;36;16;18;27;8;17;39
843;ND4;NADH-quinone oxidoreductase chain 13 [Hyphomonadaceae bacterium BRH_c29];39;9;5;10;1;7;10;32;9;32;53;11;20;33;15;24;25;7;15;32
844;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium icense];39;11;4;9;2;5;8;32;6;24;56;11;22;32;21;25;29;8;14;37
845;ND4;MULTISPECIES: NADH-quinone oxidoreductase subunit M [unclassified Bradyrhizobium];39;11;4;9;4;4;8;33;7;27;54;11;26;34;20;22;27;8;14;33
846;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium stylosanthis];46;14;8;11;3;5;9;36;8;30;56;13;29;38;22;24;32;12;14;38
847;ND4;NADH-quinone oxidoreductase subunit M, partial [Afipia sp. 62-7];38;11;3;9;3;4;8;33;7;23;54;11;21;35;18;23;25;7;13;35
848;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium oligotrophicum];46;15;6;11;3;6;9;36;8;31;59;12;24;38;21;26;31;11;15;40
849;ND4;MULTISPECIES: NADH-quinone oxidoreductase subunit M [Bradyrhizobium];42;11;3;9;2;4;8;31;7;26;57;11;23;33;20;25;28;8;14;33
850;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium betae];41;11;4;9;4;4;8;33;7;26;54;11;25;33;20;22;27;8;14;34
851;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp. RP6];45;14;6;11;3;5;9;35;8;31;57;13;29;38;22;27;32;12;14;37
852;ND4;NADH-quinone oxidoreductase subunit M [Afipia sp.];38;11;5;9;2;4;8;32;6;26;55;10;22;31;18;21;28;7;13;35
853;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp. STM 3843];45;15;4;11;4;6;9;35;8;31;58;12;25;39;21;26;34;12;15;38
854;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp. LTSPM299];38;10;2;8;3;4;8;32;7;26;52;11;25;35;19;22;30;8;14;34
855;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium rifense];46;14;7;11;4;5;9;35;8;30;58;13;28;37;20;26;33;11;15;38
856;ND4;MULTISPECIES: NADH-quinone oxidoreductase subunit M [Bradyrhizobium];45;15;6;11;3;5;9;35;8;31;57;12;29;38;22;27;32;11;15;37
857;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp. 83002];46;14;7;11;2;7;9;36;8;31;59;14;23;37;21;25;30;12;15;41
858;ND4;MULTISPECIES: NADH-quinone oxidoreductase subunit M [unclassified Bradyrhizobium];47;15;5;11;3;5;9;35;8;32;57;12;28;37;22;27;31;11;15;38
859;ND4;MULTISPECIES: NADH-quinone oxidoreductase subunit M [unclassified Bradyrhizobium];46;15;7;11;2;6;9;36;8;30;60;12;24;37;21;26;31;12;15;40
860;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp. WSM2254];45;15;5;11;3;5;9;36;8;31;59;12;28;37;21;26;33;11;15;38
861;ND4;NADH-quinone oxidoreductase subunit M, partial [Bradyrhizobium japonicum];39;11;4;8;3;4;8;34;7;28;52;11;25;34;19;21;28;8;14;30
862;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium campsiandrae];45;15;5;10;3;5;9;36;8;32;54;12;26;37;20;26;33;11;15;39
863;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp.];40;11;4;9;4;4;8;33;7;29;53;11;25;34;20;22;28;8;14;31
864;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp. CNPSo 4010];47;14;6;11;3;5;9;35;8;30;57;13;29;38;22;26;32;12;14;37
865;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp. STM 3809];41;11;4;9;2;4;8;33;7;26;53;11;23;33;20;23;27;10;14;36
866;ND4;MULTISPECIES: NADH-quinone oxidoreductase subunit M [unclassified Bradyrhizobium];40;11;4;9;4;4;8;33;7;29;53;11;25;34;20;22;28;8;14;31
867;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp. WSM1417];44;15;6;10;3;5;9;36;8;32;56;12;28;38;19;26;33;11;15;35
868;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp. CCGE-LA001];46;14;7;11;3;5;9;36;8;29;59;13;27;37;22;24;33;11;15;39
869;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp. WSM471];39;11;4;9;3;4;7;34;7;28;52;11;26;34;19;21;28;8;14;29
870;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium canariense];39;11;4;8;3;4;8;34;7;29;53;11;24;34;19;21;28;8;14;29
871;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium canariense];39;11;4;8;3;4;8;34;7;29;53;11;23;34;19;21;28;8;14;30
872;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium diazoefficiens];47;14;7;11;3;5;9;35;8;30;59;13;26;36;21;24;35;11;15;39
